FID,source_id,country,name,least_depth,max_depth,depth_info,depth_prec,object_length,loc_prec,site_area,sink_context,sink_yr,dating,period,statutory,obj_desc,ship_char,obj_type,est_tonnag,place_orig,place_dest,artefacts,coast_dist,source_inf,reference,website1,website2,the_geom
heritageshipwrecks.4188,FR 0000005640 00001,France,ALCIONE C,50,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1853.3,,Was sunk on 04/14/1943 by an Allied submarine,1943,n.a.,n.a.,n.a.,n.a.,Small tanker from the Italian company Cisterne italiane belonging to the company Soliani / Saltame-renda. Built in 1915 at Gray and Co. Yards 383 hp diesel engine,"Tanker, tanker, oil tanker, cargo ship",,n.a.,n.a.,n.a.,2568.06308232,SHOM,n.a.,n.a.,n.a.,POINT (43.0490252450001 9.41564207800008)
heritageshipwrecks.4191,FR 0000004840 00001,France,BALKAN,130,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1853.3,,Was sunk on 08/15/1918 by the German submarine U48. Was hit by a torpedo abeam the mainmast. It sinks in less than a minute. About 400 victims,1918,n.a.,n.a.,n.a.,n.a.,"Small mixed iron steamer in the Black Sea service of the FRAISSINET company, launched in 1882",Line liner,,n.a.,n.a.,n.a.,5516.38161343,SHOM,n.a.,n.a.,n.a.,POINT (42.6340581700001 8.74848874200006)
heritageshipwrecks.4205,FR 0000358555 00003,France,n.a.,5.4,,n.a.,Least depth known,,1.5,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1124.95552026,SHOM,n.a.,n.a.,n.a.,POINT (41.614263071 9.36852684300004)
heritageshipwrecks.4214,FR 0000119109 00001,France,SANTA MANZA,50,,n.a.,Least depth known,,21.2,,n.a.,,n.a.,n.a.,n.a.,"31/08/2006: The wreckage was broken into two sections separated by about twenty meters, parallel and in the opposite direction. The four-bladed propeller and its shaft lie between the two parts, on the forward starboard side of the bow. The presence of a",Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,916.38802522,SHOM,n.a.,n.a.,n.a.,POINT (41.471072355 9.28967144800004)
heritageshipwrecks.4220,FR 0000004760 00001,France,BALI-HI,4.5,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,14.96749372,SHOM,n.a.,n.a.,n.a.,POINT (41.3898169490001 9.15516577600005)
heritageshipwrecks.4194,FR 0000004845 00001,France,PELICAN 25,25.8,,n.a.,Least depth known,,5.3,,"Sank on September 3, 1971 following a leak during a scooping operation",1971,n.a.,n.a.,n.a.,"Height above the bottom = 3.2 m, wreck resting upside down on the bottom, front out to sea. The nose of the torn off aircraft is behind the right wing. Only one engine remains, and the landing gear is extended",Canadair Pelican 25 type water bomber plane,Aircraft,,n.a.,n.a.,n.a.,697.05280607,SHOM,n.a.,n.a.,n.a.,POINT (42.100145501 8.68452342300003)
heritageshipwrecks.4196,FR 0000124705 00001,France,FIRDAOUS,40.43,,n.a.,Least depth known,,1.2,,1st det: Was set on fire and sank around 05/16/2001,2001,n.a.,n.a.,n.a.,n.a.,Speedboat,Motorboat,,n.a.,n.a.,n.a.,1112.81425894,SHOM,n.a.,n.a.,n.a.,POINT (42.731293656 9.24847624200004)
heritageshipwrecks.4197,FR 0000004729 00001,France,MEULIERE (LA),3.5,,n.a.,Least depth known,,10,,Run aground on 05/19/1941 and sank five days later,1941,n.a.,n.a.,n.a.,"Two large blocks remain (boiler and frame) in the middle of scattered debris, along the entire length of the wreckage",Dredger,Mine hunter (or dredger),,n.a.,n.a.,n.a.,149.93515961,SHOM,n.a.,n.a.,n.a.,POINT (41.7995839980001 8.73137365700006)
heritageshipwrecks.4210,FR 0000004844 00001,France,LA GIRAFE,17.7,,n.a.,Least depth known,,10,,Sank on 05/01/1811,1811,n.a.,n.a.,n.a.,The slightly silted frame constitutes the only indication of the presence of the wreck,Flute,Old military ship,,n.a.,n.a.,n.a.,466.8485352,SHOM,n.a.,n.a.,n.a.,POINT (42.105790529 8.68849344200004)
heritageshipwrecks.3459,FR 0000007590 00001,France,SAINT FAGAN,13.2,,n.a.,Least depth known,35,1,,Sank on 06/01/1940 following an explosion,1940,n.a.,n.a.,n.a.,"Dunkerque diving sheet: broken in two, front part well placed on its keel. MHA 1979: Height above bottom = 10m; wreck lying straight on the bottom, oriented N/S, broken in two. Ragged gangway, numerous metal debris around the wreckage","Tug 41.1m long, 8.85m wide, 4.88m draft, 550 tonnes. Built in 1919, equipped with two masts",Pusher or tug,,n.a.,n.a.,n.a.,1918.7880148,SHOM,n.a.,n.a.,n.a.,POINT (51.0709353550001 2.40654703300004)
heritageshipwrecks.4222,FR 0000149805 00001,France,GLENN MARTIN 167 F,40,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,10,,"Damaged at sea on 09/27/1946, following a piloting error. Deceived by the mirage (sea of oil and sun), the pilot collides with the waves",1946,n.a.,n.a.,n.a.,"xx/xx/2006: Two whole wings in good condition remain flat and parallel on the bottom. One of them is upright, retaining an engine mount with its fairing, and the other is upside down, revealing its retracted landing gear with its wheel intact, but the en",Plane,Aircraft,,n.a.,n.a.,n.a.,815.16693188,SHOM,n.a.,n.a.,n.a.,POINT (43.080365402 6.00775003900003)
heritageshipwrecks.4228,FR 0000004829 00001,France,RUMMEL A 635,2383,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,This ship sank during firing exercises,,n.a.,n.a.,n.a.,n.a.,Ship built in Caen in 1952. It was used as a fuel tank. Regional supply supplier,Supply boat,,n.a.,n.a.,n.a.,25348.4194892,SHOM,n.a.,n.a.,n.a.,POINT (42.7823089120001 6.04892524500002)
heritageshipwrecks.4226,FR 0000105298 00001,France,PERTUISANE PM 268,2436,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,503.5,,"Was firecracker on 01/27/1998 by the French Navy, following its disarmament",1998,n.a.,n.a.,n.a.,n.a.,"Coastal surveillance vessel for maritime affairs; plastic hull, two propellers, power 140hp. Coastal patrol boat",Patroller,,n.a.,n.a.,n.a.,20495.0906842,SHOM,n.a.,n.a.,n.a.,POINT (42.80398402 6.37059685300005)
heritageshipwrecks.4230,FR 0000005492 00001,France,TORRENT,11,,n.a.,Least depth known,,22.5,,Sank during exercise near the Levant around 1972,1972,n.a.,n.a.,n.a.,n.a.,iron tanker,"Tanker, tanker, oil tanker, cargo ship",,n.a.,n.a.,n.a.,197.81455453,SHOM,n.a.,n.a.,n.a.,POINT (43.0273451370001 6.47996740000002)
heritageshipwrecks.4244,FR 0000004828 00001,France,ELIE MONNIER,2385,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,Sank around 1975 during an exercise off the Levant,1975,n.a.,n.a.,n.a.,n.a.,"Oceanographer building (ex-German: ALBATROS) built in 1944, incorporated in January 1947 and used for GERS",n.a.,,n.a.,n.a.,n.a.,26837.7804648,SHOM,n.a.,n.a.,n.a.,POINT (42.832319162 6.68226341100006)
heritageshipwrecks.813,FR 0000002173 00001,France,n.a.,4,,n.a.,Least depth known,50,0.3,,n.a.,,n.a.,n.a.,n.a.,wreck 45 meters long and 15 meters wide (size taken from the DDE plan),n.a.,n.a.,,n.a.,n.a.,n.a.,159.44934293,SHOM,n.a.,n.a.,n.a.,POINT (48.3634718170001 -4.52695263499993)
heritageshipwrecks.4245,FR 0000004820 00001,France,PRINZ EUGEN,2570,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,503.5,,"Was sunk on 06/28/1922 by shell, during fleet training. The battleship sank from behind",1922,n.a.,n.a.,n.a.,n.a.,"TEGETTHOFF series vessel. Armed with 12 pieces of 305, 12 of 150, 18 of 70, 4 of 47, 6 torpedo tubes; lives. : 21 knots; crew: 1000 h. . Launched in July 1913 in Fiume and attributed as a prize of war to France. Esca battleship",Battleship,,n.a.,n.a.,n.a.,44011.084039,SHOM,n.a.,n.a.,n.a.,POINT (42.801754009 6.93503467500005)
heritageshipwrecks.4253,FR 0000005534 00001,France,n.a.,63.6,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1853.3,,Accident after catapulting the PA FOCH,,n.a.,n.a.,n.a.,n.a.,"Etendard IV type assault and reconnaissance aircraft, built by Dassault; SNECMA 'ATAR 8' reactor; speed: mach 1.1; ceiling: 15,000; wingspan: 9.6 m; length: 14.35 m; height: 3.85 m",Aircraft,,n.a.,n.a.,n.a.,1813.44367906,SHOM,n.a.,n.a.,n.a.,POINT (43.0073150370001 6.12392062000004)
heritageshipwrecks.4246,FR 0000098204 00001,France,ACAJOU,2473,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,"Decommissioned building, sunk with guns and rockets by the French Navy on 01/30/1997",1997,n.a.,n.a.,n.a.,n.a.,"Hull NMR: Y601; steel construction; 1 diesel engine, one propeller, power 700 hp. Roadstead tugboat",Pusher or tug,,n.a.,n.a.,n.a.,48638.8028513,SHOM,n.a.,n.a.,n.a.,POINT (42.8823244120001 7.09893549500003)
heritageshipwrecks.4256,FR 0000148438 00001,France,DORIS,939,,n.a.,Least depth known,,10,,Was accidentally sunk on 06/25/1999 while submerged at shallow depth for an experimental firing,1999,n.a.,n.a.,n.a.,"2nd det. : The wreckage is in 3 parts (2 pieces of 8m x 4m, and debris of 2m x 1m)","Hull Q243, former DORIS submarine, DAPHNÉE type launched on 05/14/1960 in Cherbourg, armed with 8 inner tubes at the front and 4 outer tubes at the rear, 2 diesel-electrics on 2 shaft lines , 12 knots on the surface, 15 knots underwater",Submarine,,n.a.,n.a.,n.a.,7286.48143492,SHOM,n.a.,n.a.,n.a.,POINT (43.102835514 6.57266286300006)
heritageshipwrecks.815,FR 0000002060 00001,France,n.a.,41.3,,n.a.,Least depth known,44.1,15,,n.a.,,n.a.,n.a.,n.a.,4th det. : Heavily buried wreck. Presence of a cable on the wreckage. 04/10/2000: wreck missing or silted up (sand mound apparent at the initial position of the wreck). 24/09/1975: wooden wreck,Schooner or hourglass,n.a.,,n.a.,n.a.,n.a.,1661.82522808,SHOM,n.a.,n.a.,n.a.,POINT (48.3237916190001 -4.63464317299997)
heritageshipwrecks.4257,FR 0000005501 00001,France,VILLE DE GRASSE,33.5,,n.a.,Least depth known,,10.3,,"Sank on 11/16/1851 following a collision, near GIENS",1851,n.a.,n.a.,n.a.,"02/04/2002: remains of the machine, paddle wheels xx / xx / 1985: letter from Mr Joncheray: this wreck is one of the halves of the City of Grasse; height above the bottom = 7m","Metal steam liner, with paddle wheels, carrying passengers",n.a.,,n.a.,n.a.,n.a.,553.78547476,SHOM,n.a.,n.a.,n.a.,POINT (43.010990055 6.14014070100006)
heritageshipwrecks.4258,FR 0000005570 00001,France,WILDCAT,50,,n.a.,Least depth known,,3.2,,"This Wilcat would come from the aircraft carrier HERMES which would have thrown it overboard in 1956 or 1957, following an irreparable damage",1957,n.a.,n.a.,n.a.,"2003: wings integral with the fuselage; landing gear retracted into their housing. 1988: The plane is upside down, engine detached and stuck under the tail",Fighter plane that belonged to the English Navy,Aircraft,,n.a.,n.a.,n.a.,2630.26964403,SHOM,n.a.,n.a.,n.a.,POINT (43.103635518 6.39923699600007)
heritageshipwrecks.4261,FR 0000004823 00001,France,URANIUM Q135,2485,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,Was sunk on 03/25/1968 by standards in training,1968,n.a.,n.a.,n.a.,n.a.,Coastal escort,Escort,,n.a.,n.a.,n.a.,43070.3872703,SHOM,n.a.,n.a.,n.a.,POINT (42.598977995 6.28226641100002)
heritageshipwrecks.4262,FR 0000105299 00001,France,PLATANE Y 695,2482,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,503.5,,"Was firecracker on 09/27/1997 by the French Navy, following its disarmament",1997,n.a.,n.a.,n.a.,n.a.,"Mahogany type harbor tug, steel hull, hull number Y695, a diesel engine power 700 hp, a propeller",Pusher or tug,,n.a.,n.a.,n.a.,63653.658405,SHOM,n.a.,n.a.,n.a.,POINT (42.410647053 6.25227126100003)
heritageshipwrecks.814,FR 0000002061 00001,France,IMGARD,24.2,,n.a.,Least depth known,20,1.5,,Sank in 1945,1945,n.a.,n.a.,n.a.,"09/29/2009: although carried out on the same date, the bathy data does not confirm the description of the object of the GOA divers. 29/09/2009: Wreck 20 meters long, 7 meters wide, oriented at 150°/330° and protruding from the bottom by 1 meter. High p",Tug type vessel,n.a.,,n.a.,n.a.,n.a.,909.432327,SHOM,n.a.,n.a.,n.a.,POINT (48.349016745 -4.55044775199997)
heritageshipwrecks.817,FR 0000001996 00001,France,n.a.,22.1,,n.a.,Least depth known,35,1.5,,n.a.,,n.a.,n.a.,n.a.,"2009: wreck 35m long, 10m wide oriented at 050/230, the highest point of the wreck is at the level of the bow of the ship. It breaks down into three parts. 1999: orientation 150°/330°. 1976: metal wreck laid to port heading west; broken in two. 1975: w",Deep sea tugboat,n.a.,,n.a.,n.a.,n.a.,2980.77558282,SHOM,n.a.,n.a.,n.a.,POINT (48.3159015800001 -4.65017325099996)
heritageshipwrecks.818,FR 0000001750 00001,France,ELEMORE,0.3,,n.a.,Reported but not surveyed,40,101.2,,"The ELEMORE ran aground on reefs following a navigation error on August 13, 1912",1912,n.a.,n.a.,n.a.,"2002: not much remains of the wreckage; the wheelhouse, part of the stern and passageways are resting on the sand; the whole is very sandy; the rear part is recognizable by its rounded shape; the bow swung to the other side of the reefs, into the channel",Steamship built in 1881 in Newcastle by Sunderland,n.a.,,n.a.,n.a.,n.a.,1365.49618378,SHOM,n.a.,n.a.,n.a.,POINT (48.6646433230001 -2.08451042299993)
heritageshipwrecks.822,FR 0000112532 00001,France,FATIMA,11.9,,n.a.,Least depth known,7.6,3.1,,Was submerged on 09/25/1998 as part of the fishing trip plan,1998,n.a.,n.a.,n.a.,n.a.,"Registered CH 289098, wooden hull. Trawler","Fishing boat, trawler",,n.a.,n.a.,n.a.,2797.10135573,SHOM,n.a.,n.a.,n.a.,POINT (48.6858534290001 -2.03237016199995)
heritageshipwrecks.4265,FR 0000004868 00001,France,VETOR 4 ou VICTOR 4,259,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1853.2,,Sank on 01/17/1980 during her towing operation,1980,n.a.,n.a.,n.a.,n.a.,Oil tanker,"Tanker, tanker, oil tanker, cargo ship",,n.a.,n.a.,n.a.,6058.63360846,SHOM,n.a.,n.a.,n.a.,POINT (42.815689078 9.56564782800007)
heritageshipwrecks.4276,FR 0000004838 00001,France,GUEPRATTE D 632,2577,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,503.5,,Sank after serving as a target for an Atlantic and Super Etendard,,n.a.,n.a.,n.a.,Wreck broken in half,Squadron escort type Surcouf overhauled ASM in April 1970. Entered service in June 1957. Its speed could reach 34 knots,Escort,,n.a.,n.a.,n.a.,72115.186723,SHOM,n.a.,n.a.,n.a.,POINT (42.502317512 7.00727503600007)
heritageshipwrecks.4285,FR 0000005573 00001,France,LA SPECIA,31.5,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"wreck oriented N / S, without mast or accessories, placed on the port side",Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,304.52041767,SHOM,n.a.,n.a.,n.a.,POINT (43.0348351740001 6.08799544000004)
heritageshipwrecks.4288,FR 0000005578 00001,France,MUSTANG P51,50.7,,n.a.,Least depth known,,10.3,,It is probably one of the victims of the fighting which marked the landing in Provence,,n.a.,n.a.,n.a.,"02/04/2002: wreck broken in two. 05/22/1990: Plane oriented to 340, section on the back of the pilot's seat, wreckage well preserved (see description in the dive logs of Mr Joncheray, issue number 9)",Mustang type fighter plane,Aircraft,,n.a.,n.a.,n.a.,957.98400758,SHOM,n.a.,n.a.,n.a.,POINT (43.0358501790001 6.07959039800005)
heritageshipwrecks.4277,FR 0000005520 00001,France,VENUS DES ILES,72.1,,n.a.,Least depth known,,10,,Sank in July 1975 as a result of fire,1975,n.a.,n.a.,n.a.,"2 nd determination: 1986, oriented to 130/310, covered with concretions and burnt; 3rd determination: 1991, height above the bottom = 7 m, no magnetic deviation",Passenger express cruiser,Ferry,,n.a.,n.a.,n.a.,2233.20916932,SHOM,n.a.,n.a.,n.a.,POINT (43.0605353030001 6.00878504400004)
heritageshipwrecks.4290,FR 0000005491 00001,France,Q 313 (ex PUISSANTE),8,,n.a.,Least depth known,,10,,Sank in 1964 after serving as a goal,,n.a.,n.a.,n.a.,"Oriented to 190; list on port side, practically broken up",Gabarre,"Raft, barge",,n.a.,n.a.,n.a.,294.90914665,SHOM,n.a.,n.a.,n.a.,POINT (43.0473202370001 6.46892734500005)
heritageshipwrecks.4297,FR 0000004726 00001,France,BRUCOLI,40,,n.a.,Least depth known,,1852,,Sank on 10/21/1974,1974,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,515.22078948,SHOM,n.a.,n.a.,n.a.,POINT (41.6406532030001 8.81565407800002)
heritageshipwrecks.4316,FR 0000005627 00001,France,n.a.,12.5,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Wooden boat without superstructures; bow protrudes from the bottom of 2 meters,Fishing boat,"Fishing boat, trawler",,n.a.,n.a.,n.a.,104.12316578,SHOM,n.a.,n.a.,n.a.,POINT (43.704858524 7.31390157000004)
heritageshipwrecks.4317,FR 0000005626 00001,France,n.a.,15.4,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,40 m by 4 m metal pontoon; the high point is a metal joist extending 2.4 m above the bottom,Pontoon,Pontoon,,n.a.,n.a.,n.a.,257.09462748,SHOM,n.a.,n.a.,n.a.,POINT (43.7038135190001 7.31548157700007)
heritageshipwrecks.4337,FR 0000007909 00001,France,INVERESK,-0.2,,n.a.,Least depth known,,20,,Wrecked prior to 1921,,n.a.,n.a.,n.a.,1981: the hull is partly dislocated; only the boiler emerges; wreck oriented SE / NW; it is presumed to be that of SS INVERESK,Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,3263.77893707,SHOM,n.a.,n.a.,n.a.,POINT (-17.032785164 42.671663358)
heritageshipwrecks.4339,FR 0000197652 00003,France,ZIRONDEL,61.5,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,500,,"The ship sank following a water leak. The scooping was ineffective, and a wave filled the boat already sunk in the water",,n.a.,n.a.,n.a.,Monohull small boat - Polyester - Vessel number: 692183,n.a.,Boat or three-masted,,n.a.,n.a.,n.a.,577.22346432,SHOM,n.a.,n.a.,n.a.,POINT (-20.923334617 55.3150015750001)
heritageshipwrecks.4340,FR 0000126037 00003,France,n.a.,23,,n.a.,Least depth known,,1,,n.a.,,n.a.,n.a.,n.a.,1st det: steel docking pontoon,n.a.,n.a.,,n.a.,n.a.,n.a.,790.62976515,SHOM,n.a.,n.a.,n.a.,POINT (-21.0081850409999 55.255466277)
heritageshipwrecks.4326,FR 0000007896 00001,France,PARADOXE,-1.8,,n.a.,Least depth known,,10,,Was thrown to the coast during Cyclone 'KAMISY' in April 1984,1984,n.a.,n.a.,n.a.,Wreck oriented to 101,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,78.77695517,SHOM,n.a.,n.a.,n.a.,POINT (-12.7791438959999 45.265631328)
heritageshipwrecks.4346,FR 0000008018 00001,France,SEA-VENTURE,39.8,,n.a.,Least depth known,,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,Ship,n.a.,,n.a.,n.a.,n.a.,896.75497011,SHOM,n.a.,n.a.,n.a.,POINT (-20.998644993 55.2669263350001)
heritageshipwrecks.4347,FR 0000143842 00001,France,n.a.,45.2,,n.a.,Least depth known,,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1010.25611317,SHOM,n.a.,n.a.,n.a.,POINT (-21.042155211 55.207146036)
heritageshipwrecks.4341,FR 0000120911 00001,France,MAR DEL SUR I,161,,n.a.,Least depth known,,10,,Was immersed on 03/08/1999 following a prefectural decision,1999,n.a.,n.a.,n.a.,n.a.,Longliner,"Fishing boat, trawler",,n.a.,n.a.,n.a.,7508.00215525,SHOM,n.a.,n.a.,n.a.,POINT (-20.980874904 55.1718108590001)
heritageshipwrecks.4342,FR 0000120912 00001,France,SUMATUNA,2148,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,200,,Was immersed on 01/22/1999 following a prefectural decision,1999,n.a.,n.a.,n.a.,n.a.,Longliner,"Fishing boat, trawler",,n.a.,n.a.,n.a.,29112.300276,SHOM,n.a.,n.a.,n.a.,POINT (-20.9733348669999 54.9449997250001)
heritageshipwrecks.4345,FR 0000120907 00001,France,ANTONIO LORENZO,30.7,,n.a.,Least depth known,,2.3,,Was immersed on 12/15/1999 following a prefectural decision,1999,n.a.,n.a.,n.a.,3 rd determination: Wreck in good condition in one piece,Longliner,"Fishing boat, trawler",,n.a.,n.a.,n.a.,671.28190746,SHOM,n.a.,n.a.,n.a.,POINT (-21.1557557789999 55.2697913490001)
heritageshipwrecks.823,FR 0040929330 05106,France,n.a.,10.4,,n.a.,Least depth known,6.5,3.1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,2722.81879171,SHOM,n.a.,n.a.,n.a.,POINT (48.6842084210001 -2.03262516299998)
heritageshipwrecks.4361,FR 0000008031 00001,France,n.a.,41.5,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,xx / xx / 1990: The wreckage protrudes about 8 meters from the bottom. xx / xx / 1945: The wreckage is no longer visible,n.a.,n.a.,,n.a.,n.a.,n.a.,656.22701075,SHOM,n.a.,n.a.,n.a.,POINT (-38.7113335569999 77.4970024850001)
heritageshipwrecks.4371,FR 0000095356 00001,France,n.a.,1,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"1996: Whole wreck laid flat on the bottom, oriented at 082 °. The wreck is embedded in the coral",Steel barge,Barge,,n.a.,n.a.,n.a.,65.46067956,SHOM,n.a.,n.a.,n.a.,POINT (-22.262281311 166.440862204)
heritageshipwrecks.4374,FR 0000008000 00001,France,n.a.,-1.8,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,43.49000154,SHOM,n.a.,n.a.,n.a.,POINT (-22.2776463879999 166.426337132)
